Date,Stock_Price,Strike,Contracts,Premium,PnL,Capital,VIX,Status,Peak,Drawdown_%
2019-01-07,38.439823150634766,36.69524307250976,3,119.99108332492906,119.99108332492906,50119.99108332493,22.477199500080694,OTM_WIN,50119.99108332493,0.0
2019-01-14,38.6590576171875,36.51783199310302,3,119.41096051255809,119.41096051255809,50239.40204383749,22.477199500080694,OTM_WIN,50239.40204383749,0.0
2019-01-21,38.464176177978516,36.726104736328125,3,120.09199897951287,120.09199897951287,50359.494042817,22.477199500080694,OTM_WIN,50359.494042817,0.0
2019-01-28,39.54413604736328,36.54096736907959,3,119.48661170312445,119.48661170312445,50478.98065452013,22.477199500080694,OTM_WIN,50478.98065452013,0.0
2019-02-04,40.1937141418457,37.566929244995116,3,122.84144101159703,122.84144101159703,50601.82209553172,22.477199500080694,OTM_WIN,50601.82209553172,0.0
2019-02-11,36.7346305847168,38.184028434753415,3,124.8593156486915,-309.96003936229397,50291.862056169426,22.477199500080694,ASSIGNED_LOSS,50601.82209553172,-0.6125471900539864
2019-02-18,36.76709747314453,34.897899055480956,3,114.11388405730972,114.11388405730972,50405.97594022674,22.477199500080694,OTM_WIN,50601.82209553172,-0.3870338007497942
2019-02-25,36.848304748535156,34.9287425994873,3,114.2147404612744,114.2147404612744,50520.190680688014,22.477199500080694,OTM_WIN,50601.82209553172,-0.16132109766639588
2019-03-04,36.409828186035156,35.0058895111084,3,114.46700589748626,114.46700589748626,50634.6576865855,22.477199500080694,OTM_WIN,50634.6576865855,0.0
2019-03-11,37.10444641113281,34.5893367767334,3,113.10490526332907,113.10490526332907,50747.762591848834,22.477199500080694,OTM_WIN,50747.762591848834,0.0
2019-03-18,37.62047576904297,35.24922409057617,3,115.26269431255028,115.26269431255028,50863.025286161384,22.477199500080694,OTM_WIN,50863.025286161384,0.0
2019-03-25,38.38222122192383,35.73945198059082,3,116.86570796428487,116.86570796428487,50979.89099412567,22.477199500080694,OTM_WIN,50979.89099412567,0.0
2019-04-01,38.06278610229492,36.46311016082763,3,136.30608516339467,136.30608516339467,51116.197079289064,23.547936709489854,OTM_WIN,51116.197079289064,0.0
2019-04-08,38.283931732177734,36.15964679718017,3,135.47999037241476,135.47999037241476,51251.67706966148,23.56743346187414,OTM_WIN,51251.67706966148,0.0
2019-04-15,38.890052795410156,36.369735145568846,3,136.27634869278523,136.27634869278523,51387.953418354264,23.568012929641377,OTM_WIN,51387.953418354264,0.0
2019-04-22,39.5289421081543,36.945550155639644,3,139.88989116744006,139.88989116744006,51527.843309521704,23.65812710342764,OTM_WIN,51527.843309521704,0.0
2019-04-29,39.90572738647461,37.55249500274658,3,138.56739107545783,138.56739107545783,51666.41070059716,23.437659703488926,OTM_WIN,51666.41070059716,0.0
2019-05-06,39.47159957885742,37.91044101715088,3,138.56128253432948,138.56128253432948,51804.97198313149,23.357623843232798,OTM_WIN,51804.97198313149,0.0
2019-05-13,40.29888153076172,37.49801959991455,3,59.20739936828613,59.20739936828613,51864.17938249977,18.374367729488707,OTM_WIN,51864.17938249977,0.0
2019-05-20,40.634700775146484,38.28393745422363,3,60.44832229614258,60.44832229614258,51924.627704795916,18.55048307144081,OTM_WIN,51924.627704795916,0.0
2019-05-27,40.24154281616211,38.60296573638916,3,60.95205116271973,60.95205116271973,51985.579755958635,18.51473523319089,OTM_WIN,51985.579755958635,0.0
2019-06-03,42.174583435058594,38.229465675354,3,60.362314224243164,60.362314224243164,52045.94207018288,18.421939321436902,OTM_WIN,52045.94207018288,0.0
2019-06-10,42.355228424072266,40.06585426330566,3,82.52823442013761,82.52823442013761,52128.47030460302,19.710075946674994,OTM_WIN,52128.47030460302,0.0
2019-06-17,42.5533447265625,40.23746700286865,3,83.24924400716523,83.24924400716523,52211.719548610185,19.730961649807536,OTM_WIN,52211.719548610185,0.0
2019-06-24,42.03328323364258,40.42567749023437,3,82.27965629863596,82.27965629863596,52293.99920490882,19.65409157940552,OTM_WIN,52293.99920490882,0.0
2019-07-01,43.01559829711914,39.93161907196045,3,83.33492033163623,83.33492033163623,52377.33412524046,19.77210364874619,OTM_WIN,52377.33412524046,0.0
2019-07-08,43.023868560791016,40.86481838226318,3,87.94276995697194,87.94276995697194,52465.27689519743,19.92096561324008,OTM_WIN,52465.27689519743,0.0
2019-07-15,42.4212532043457,40.87267513275146,3,88.48476957882694,88.48476957882694,52553.761664776255,19.950342227916686,OTM_WIN,52553.761664776255,0.0
2019-07-22,44.71607971191406,40.30019054412842,3,92.11477771937962,92.11477771937962,52645.87644249563,20.226632584935615,OTM_WIN,52645.87644249563,0.0
2019-07-29,43.19721603393555,42.48027572631836,3,122.4345876901737,122.4345876901737,52768.3110301858,21.59047260150788,OTM_WIN,52768.3110301858,0.0
2019-08-05,44.096981048583984,41.03735523223877,3,132.29350920513284,132.29350920513284,52900.60453939094,22.371552039323586,OTM_WIN,52900.60453939094,0.0
2019-08-12,44.914207458496094,41.89213199615478,3,135.01724267033305,135.01724267033305,53035.62178206127,22.36981411619944,OTM_WIN,53035.62178206127,0.0
2019-08-19,44.36112594604492,42.66849708557129,3,138.52731235869228,138.52731235869228,53174.14909441997,22.423826698254675,OTM_WIN,53174.14909441997,0.0
2019-08-26,45.434261322021484,42.143069648742674,3,137.78740085672183,137.78740085672183,53311.93649527669,22.476237767359347,OTM_WIN,53311.93649527669,0.0
