Date,Stock_Price,Strike,Contracts,Premium,PnL,Capital,VIX,Status,Peak,Drawdown_%
2019-01-07,38.439823150634766,37.46777450561523,1,39.99702777497635,39.99702777497635,50039.997027774974,22.477199500080694,OTM_WIN,50039.997027774974,0.0
2019-01-14,38.6590576171875,37.28662845611572,1,39.80365350418603,39.80365350418603,50079.80068127916,22.477199500080694,OTM_WIN,50079.80068127916,0.0
2019-01-21,38.464176177978516,37.49928588867187,1,40.03066632650429,40.03066632650429,50119.831347605665,22.477199500080694,OTM_WIN,50119.831347605665,0.0
2019-01-28,39.54413604736328,37.31025089263916,1,39.82887056770815,39.82887056770815,50159.660218173376,22.477199500080694,OTM_WIN,50159.660218173376,0.0
2019-02-04,40.1937141418457,38.35781196594238,1,40.94714700386567,40.94714700386567,50200.60736517724,22.477199500080694,OTM_WIN,50200.60736517724,0.0
2019-02-11,36.7346305847168,38.98790271759033,1,41.61977188289717,-183.70744140445618,50016.899923772784,22.477199500080694,ASSIGNED_LOSS,50200.60736517724,-0.36594665094009865
2019-02-18,36.76709747314453,35.63259166717529,1,38.037961352436575,38.037961352436575,50054.93788512522,22.477199500080694,OTM_WIN,50200.60736517724,-0.29017473631816415
2019-02-25,36.848304748535156,35.66408454895019,1,38.071580153758134,38.071580153758134,50093.00946527898,22.477199500080694,OTM_WIN,50200.60736517724,-0.21433585278272674
2019-03-04,36.409828186035156,35.742855606079104,1,38.15566863249542,38.15566863249542,50131.165133911476,22.477199500080694,OTM_WIN,50200.60736517724,-0.13832946434415586
2019-03-11,37.10444641113281,35.3175333404541,1,37.70163508777636,37.70163508777636,50168.86676899925,22.477199500080694,OTM_WIN,50200.60736517724,-0.06322751425514689
2019-03-18,37.62047576904297,35.99131301879883,1,38.42089810418343,38.42089810418343,50207.28766710343,22.477199500080694,OTM_WIN,50207.28766710343,0.0
2019-03-25,38.38222122192383,36.491861495971676,1,38.955235988094955,38.955235988094955,50246.24290309153,22.477199500080694,OTM_WIN,50246.24290309153,0.0
2019-04-01,38.06278610229492,37.23075458526611,1,45.43536172113156,45.43536172113156,50291.67826481266,23.547936709489854,OTM_WIN,50291.67826481266,0.0
2019-04-08,38.283931732177734,36.920902519226075,1,45.159996790804925,45.159996790804925,50336.838261603465,23.56743346187414,OTM_WIN,50336.838261603465,0.0
2019-04-15,38.890052795410156,37.1354137802124,1,45.42544956426175,45.42544956426175,50382.263711167725,23.568012929641377,OTM_WIN,50382.263711167725,0.0
2019-04-22,39.5289421081543,37.72335121154785,1,46.62996372248002,46.62996372248002,50428.893674890205,23.65812710342764,OTM_WIN,50428.893674890205,0.0
2019-04-29,39.90572738647461,38.34307384490967,1,46.18913035848595,46.18913035848595,50475.08280524869,23.437659703488926,OTM_WIN,50475.08280524869,0.0
2019-05-06,39.47159957885742,38.70855556488037,1,46.187094178109824,46.187094178109824,50521.2698994268,23.357623843232798,OTM_WIN,50521.2698994268,0.0
2019-05-13,40.29888153076172,38.287451591491696,1,19.73579978942871,19.73579978942871,50541.00569921623,18.374367729488707,OTM_WIN,50541.00569921623,0.0
2019-05-20,40.634700775146484,39.089915084838864,1,20.14944076538086,20.14944076538086,50561.15513998161,18.55048307144081,OTM_WIN,50561.15513998161,0.0
2019-05-27,40.24154281616211,39.415659751892086,1,20.317350387573242,20.317350387573242,50581.47249036918,18.51473523319089,OTM_WIN,50581.47249036918,0.0
2019-06-03,42.174583435058594,39.03429653167724,1,20.120771408081055,20.120771408081055,50601.59326177726,18.421939321436902,OTM_WIN,50601.59326177726,0.0
2019-06-10,42.355228424072266,40.909345932006836,1,27.509411473379203,27.509411473379203,50629.10267325064,19.710075946674994,OTM_WIN,50629.10267325064,0.0
