Date,Stock_Price,Strike,Contracts,Premium,PnL,Capital,VIX,Status,Peak,Drawdown_%
2019-01-07,3.6899988651275635,3.2077799916267393,1,8.514486870828412,8.514486870828412,50008.51448687083,33.20853157117767,OTM_WIN,50008.51448687083,0.0
2019-01-14,3.890825033187866,,0,0.0,0.0,50008.51448687083,33.20853157117767,SKIPPED_MARKET_UP,50008.51448687083,0.0
2019-01-21,3.9706599712371826,,0,0.0,0.0,50008.51448687083,33.20853157117767,SKIPPED_MARKET_UP,50008.51448687083,0.0
2019-01-28,3.588345766067505,,0,0.0,0.0,50008.51448687083,33.20853157117767,SKIPPED_MARKET_UP,50008.51448687083,0.0
2019-02-04,3.673635244369507,3.4089284777641295,1,9.048400090804348,9.048400090804348,50017.562886961634,33.20853157117767,OTM_WIN,50017.562886961634,0.0
2019-02-11,3.900989532470703,,0,0.0,0.0,50017.562886961634,33.20853157117767,SKIPPED_MARKET_UP,50017.562886961634,0.0
2019-02-18,3.946857452392578,,0,0.0,0.0,50017.562886961634,33.20853157117767,SKIPPED_MARKET_UP,50017.562886961634,0.0
2019-02-25,3.882922410964966,,0,0.0,0.0,50017.562886961634,33.20853157117767,SKIPPED_MARKET_UP,50017.562886961634,0.0
2019-03-04,3.7387235164642334,3.688776290416717,1,9.791206808497028,9.791206808497028,50027.35409377013,33.20853157117767,OTM_WIN,50027.35409377013,0.0
2019-03-11,4.214502811431885,3.5517873406410216,1,9.427593774760812,9.427593774760812,50036.78168754489,33.20853157117767,OTM_WIN,50036.78168754489,0.0
2019-03-18,4.405360221862793,,0,0.0,0.0,50036.78168754489,33.20853157117767,SKIPPED_MARKET_UP,50036.78168754489,0.0
2019-03-25,4.45648717880249,,0,0.0,0.0,50036.78168754489,33.20853157117767,SKIPPED_MARKET_UP,50036.78168754489,0.0
2019-04-01,4.739174842834473,,0,0.0,0.0,50036.78168754489,32.02856540810704,SKIPPED_MARKET_UP,50036.78168754489,0.0
2019-04-08,4.71584415435791,,0,0.0,0.0,50036.78168754489,31.303628468652803,SKIPPED_MARKET_UP,50036.78168754489,0.0
2019-04-15,4.623767375946045,4.480051946640015,1,10.562673430201817,10.562673430201817,50047.34436097509,31.173790767801062,OTM_WIN,50047.34436097509,0.0
2019-04-22,4.420003890991211,4.3925790071487425,1,10.53966330728541,10.53966330728541,50057.88402428238,31.459937175639443,OTM_WIN,50057.88402428238,0.0
2019-04-29,4.542112827301025,4.19900369644165,1,8.710998727650491,8.710998727650491,50066.59502301003,29.231238953765732,OTM_WIN,50066.59502301003,0.0
2019-05-06,4.189932346343994,,0,0.0,0.0,50066.59502301003,29.245464713240608,SKIPPED_MARKET_UP,50066.59502301003,0.0
2019-05-13,3.8849072456359863,3.9804357290267944,1,9.120719035143924,-0.4321293039368861,50066.16289370609,30.71880328929942,ASSIGNED_LOSS,50066.59502301003,-0.0008631090325609115
2019-05-20,3.6024677753448486,3.6906618833541867,1,9.176810857304767,0.35740005637096495,50066.520293762456,32.05723129750737,ASSIGNED_LOSS,50066.59502301003,-0.00014925969608542975
2019-05-27,3.3658103942871094,3.422344386577606,1,9.023455729159975,3.3700565001102927,50069.89035026257,33.08715246597548,ASSIGNED_LOSS,50069.89035026257,0.0
2019-06-03,3.61527681350708,3.1975198745727536,1,8.681693005202884,8.681693005202884,50078.57204326777,33.625682243160654,OTM_WIN,50078.57204326777,0.0
2019-06-10,3.5939078330993652,,0,0.0,0.0,50078.57204326777,31.084232727528622,SKIPPED_MARKET_UP,50078.57204326777,0.0
2019-06-17,3.7708206176757812,3.4142124414443966,1,7.598378824369624,7.598378824369624,50086.17042209214,30.266919612879036,OTM_WIN,50086.17042209214,0.0
2019-06-24,4.0806660652160645,,0,0.0,0.0,50086.17042209214,31.07279540857934,SKIPPED_MARKET_UP,50086.17042209214,0.0
2019-07-01,3.9812774658203125,,0,0.0,0.0,50086.17042209214,31.80062521471437,SKIPPED_MARKET_UP,50086.17042209214,0.0
2019-07-08,4.164648532867432,3.782213592529297,1,9.277409185799218,9.277409185799218,50095.44783127794,31.82680563608405,OTM_WIN,50095.44783127794,0.0
2019-07-15,4.185272693634033,,0,0.0,0.0,50095.44783127794,32.49137253348181,SKIPPED_MARKET_UP,50095.44783127794,0.0
