Date,NVDA_Price,Strike,Contracts,Premium,PnL,Capital,VIX,Status,Peak,Drawdown_%
2022-03-28,26.666379928588867,25.38542975833561,3,120,120.0,68305.0712435435,38.5732331208945,OTM,68305.0712435435,0.0
2022-04-04,23.07952117919922,24.549142651611664,3,120,-320.8864417237335,67984.18480181976,37.90166894766515,ASSIGNED,68305.0712435435,-0.4697842135023997
2022-04-11,21.221696853637695,21.034989096303704,3,120,120.0,68104.18480181976,40.5522294486934,OTM,68305.0712435435,-0.29410179664035313
2022-04-18,19.48167610168457,19.457855091145266,3,120,120.0,68224.18480181976,38.974037364994615,OTM,68305.0712435435,-0.11841937977830651
2022-04-25,18.515323638916016,17.806529098172856,3,120,120.0,68344.18480181976,39.80208944477452,OTM,68344.18480181976,0.0
2022-05-02,18.643102645874023,16.97349672684397,3,120,120.0,68464.18480181976,39.0196114214573,OTM,68464.18480181976,0.0
2022-05-09,17.675765991210938,17.08425932505237,3,120,120.0,68584.18480181976,39.11825812644302,OTM,68584.18480181976,0.0
2022-05-16,16.66549301147461,16.187857435720186,3,120,120.0,68704.18480181976,39.280613774547646,OTM,68704.18480181976,0.0
2022-05-23,18.778873443603516,15.27158899112279,3,120,120.0,68824.18480181976,39.12550250985554,OTM,68824.18480181976,0.0
2022-05-30,18.688030242919922,17.01053422234775,3,120,120.0,68944.18480181976,42.16174749800433,OTM,68944.18480181976,0.0
2022-06-06,16.94859504699707,16.9336508330002,3,120,120.0,69064.18480181976,42.078316277790776,OTM,69064.18480181976,0.0
2022-06-13,15.856231689453125,15.76024255030981,3,120,120.0,69184.18480181976,35.22428808169897,OTM,69184.18480181976,0.0
2022-06-20,17.100370407104492,14.815035926514135,3,120,120.0,69304.18480181976,33.94061481742567,OTM,69304.18480181976,0.0
2022-06-27,14.501263618469238,15.825735807770174,3,120,-277.34165679028075,69026.84314502949,36.50016775529511,ASSIGNED,69304.18480181976,-0.4001802453680873
2022-07-04,15.814294815063477,13.387258608076955,3,120,120.0,69146.84314502949,37.15863274688701,OTM,69304.18480181976,-0.22703052815671185
2022-07-11,15.738409996032715,14.497506434695433,3,120,120.0,69266.84314502949,39.01750102612135,OTM,69304.18480181976,-0.05388081094533632
2022-07-18,17.29307746887207,14.462333845952926,3,120,120.0,69386.84314502949,38.387155331036126,OTM,69386.84314502949,0.0
2022-07-25,18.135818481445312,15.799027278025438,3,120,120.0,69506.84314502949,39.92037443727776,OTM,69506.84314502949,0.0
2022-08-01,18.96057891845703,16.546529224376503,3,120,120.0,69626.84314502949,40.27711187126526,OTM,69626.84314502949,0.0
2022-08-08,18.680997848510742,17.31541777672124,3,120,120.0,69746.84314502949,40.02756009060503,OTM,69746.84314502949,0.0
2022-08-15,17.822282791137695,17.09966941133618,3,120,120.0,69866.84314502949,39.41651483424047,OTM,69866.84314502949,0.0
2022-08-22,16.23566246032715,16.43317325759474,3,120,60.746760819722994,69927.5899058492,37.48199384611058,ASSIGNED,69927.5899058492,0.0
2022-08-29,13.626575469970703,14.905043519968068,3,120,-263.54041499920936,69664.04949085,38.639884503839596,ASSIGNED,69927.5899058492,-0.3768761591155107
2022-09-05,14.369736671447754,12.397325883478961,3,120,120.0,69784.04949085,41.020462289772425,OTM,69927.5899058492,-0.20527007321784357
2022-09-12,13.18216323852539,13.06618692268685,3,120,120.0,69904.04949085,41.16618838180621,OTM,69927.5899058492,-0.03366398732017642
2022-09-19,12.500981330871582,12.005323219565579,3,120,120.0,70024.04949085,40.750899633691816,OTM,70024.04949085,0.0
2022-09-26,12.124433517456055,11.504160792369058,3,120,120.0,70144.04949085,38.000354732988896,OTM,70144.04949085,0.0
2022-10-03,12.061509132385254,11.23500902698125,3,120,120.0,70264.04949085,36.15968949109768,OTM,70264.04949085,0.0
