Period,Ticker,Market_Type,Strategy,Description,Final_Capital,Total_Return_%,Annualized_%,Max_DD_%,Win_Rate_%,Sharpe,Total_Trades,Years,Blown_Up,Stopped_Out,Over_100%,Safe_100%
Full_2019_2024,TSLA,stock,Daily_Compound_Max10,"Daily compounding, max 10% of capital per trade",235509.85506948264,371.01971013896525,30.472941355009866,-5.102378208046353,76.29427792915531,0.2693002013864735,1468,5.8261464750171115,False,False,False,False
Full_2019_2024,TSLA,stock,Daily_Momentum_50pct,Daily 50% capital only on up days,1417947.5235624867,2735.8950471249736,77.84628848169733,-9.392622205628468,88.33746898263027,0.399438115416187,806,5.809719370294319,False,False,False,False
Full_2019_2024,TSLA,stock,Weekly_Momentum_AllIn,Weekly all-in only after up weeks,1991210.2618702438,3882.4205237404876,88.71908651140335,-9.150400072940613,94.15584415584416,0.9598196071787011,154,5.801505817932923,False,False,False,False
Full_2019_2024,TSLA,stock,Weekly_Vol_Adaptive,"Weekly, size by volatility (10-100%)",219171.70736805786,338.34341473611573,29.01165549091631,-2.4329610205927126,90.78498293515358,1.0557622058501475,293,5.801505817932923,False,False,False,False
Full_2019_2024,TSLA,stock,Daily_Vol_Adaptive,"Daily, size by volatility",551144.294024013,1002.288588048026,50.97311171171557,-7.826475425443438,85.89918256130791,0.3962977180985548,1468,5.8261464750171115,False,False,False,False
Full_2019_2024,TSLA,stock,Weekly_Kelly_Full,Weekly with full Kelly sizing,371352.65726207546,642.7053145241509,41.28687234821902,-2.4206419462917417,89.419795221843,0.9663010435294955,293,5.801505817932923,False,False,False,False
Full_2019_2024,TSLA,stock,Weekly_Kelly_Half,Weekly with half Kelly (safer),219182.0049612603,338.3640099225206,29.012700285741545,-2.5087653195587962,89.419795221843,0.976347350868512,293,5.801505817932923,False,False,False,False
Full_2019_2024,TSLA,stock,Weekly_Ladder_3strikes,"Weekly ladder: 95%, 97%, 100%",738600.3113872614,1377.2006227745228,59.06519536116852,-3.0829106404412694,94.19795221843003,1.0805337572389353,293,5.801505817932923,False,False,False,False
Full_2019_2024,TSLA,stock,Weekly_MonthStart_AllIn,"Weekly all-in, only first week of month",315032.58667830256,530.0651733566051,38.394605256826985,-8.955668920181342,89.23076923076924,0.9785036088259997,65,5.664613278576318,False,False,False,False
Full_2019_2024,TSLA,stock,Weekly_Avoid_OpEx,"Weekly all-in, skip options expiry weeks",5312619.685249928,10525.239370499858,123.50027633223758,-9.449397915093128,87.5,0.8307611149119178,224,5.801505817932923,False,False,True,True
Full_2019_2024,TSLA,stock,Weekly_50_Daily_5,Weekly 50% + Daily 5% overlay,3875483.291025913,7650.966582051825,111.67348512362719,-4.509404964112001,89.419795221843,0.7735492813275063,293,5.801505817932923,False,False,True,True
Full_2019_2024,TSLA,stock,Portfolio_Equal_Weight,Weekly all-in split across 5 stocks,5378515.798377553,10657.031596755105,123.9756884888195,-10.204016198896147,90.78498293515358,0.8858613482976984,293,5.801505817932923,False,False,True,True
