Period,Ticker,Market_Type,Strategy,Description,Final_Capital,Total_Return_%,Annualized_%,Max_DD_%,Win_Rate_%,Sharpe,Total_Trades,Years,Blown_Up,Stopped_Out,Over_100%,Safe_100%
COVID_Crash_2020,NVDA,stock,Weekly_All_In_ATM,"Weekly ATM, 100% capital - proven winner",76002.61072995805,52.00522145991609,147.19538129675368,-1.241148606406828,91.66666666666666,1.1479437365702416,24,0.46269678302532513,False,False,True,True
COVID_Crash_2020,NVDA,stock,Weekly_All_In_95,"Weekly 5% OTM, 100% capital - safer",74286.36481525197,48.57272963050395,135.2892651809014,0.0,100.0,1.552615506905064,24,0.46269678302532513,False,False,True,True
COVID_Crash_2020,NVDA,stock,Weekly_All_In_97,"Weekly 3% OTM, 100% capital",71841.72496558921,43.683449931178416,118.87399653324783,-0.006666959761687131,95.83333333333334,1.4466808725302074,24,0.46269678302532513,False,False,True,True
COVID_Crash_2020,NVDA,stock,Daily_50pct_ATM,Daily ATM with 50% capital - safer compounding,62726.3022213245,25.452604442648997,58.02567180665006,-20.640069557354657,67.74193548387096,0.14900479290488874,124,0.49555099247091033,False,False,False,False
COVID_Crash_2020,NVDA,stock,Daily_75pct_ATM,Daily ATM with 75% capital,64967.361202559965,29.934722405119928,69.6260204494682,-28.159451352558417,67.74193548387096,0.13345494460486274,124,0.49555099247091033,False,False,False,False
COVID_Crash_2020,NVDA,stock,Daily_50pct_OTM5,Daily 5% OTM with 50% capital,89866.61366291414,79.73322732582828,226.4591170844917,-8.000158481413129,95.16129032258065,0.6247328636850762,124,0.49555099247091033,False,False,True,True
COVID_Crash_2020,NVDA,stock,Weekly_All_In_ATM_SL20,"Weekly ATM 100%, stop at -20%",76002.61072995805,52.00522145991609,147.19538129675368,-1.241148606406828,91.66666666666666,1.1479437365702416,24,0.46269678302532513,False,False,True,True
COVID_Crash_2020,NVDA,stock,Weekly_All_In_ATM_SL30,"Weekly ATM 100%, stop at -30%",76002.61072995805,52.00522145991609,147.19538129675368,-1.241148606406828,91.66666666666666,1.1479437365702416,24,0.46269678302532513,False,False,True,True
COVID_Crash_2020,NVDA,stock,Weekly_75pct_ATM_SL25,"Weekly ATM 75%, stop at -25%",76002.61072995805,52.00522145991609,147.19538129675368,-1.241148606406828,91.66666666666666,1.1479437365702416,24,0.46269678302532513,False,False,True,True
COVID_Crash_2020,NVDA,stock,Daily_Compound_Max5,"Daily compounding, max 5% of capital per trade",50985.30887657606,1.9706177531521243,4.016509737635077,-2.0445066475502713,67.74193548387096,0.12435003820124159,124,0.49555099247091033,False,False,False,False
COVID_Crash_2020,NVDA,stock,Daily_Compound_Max10,"Daily compounding, max 10% of capital per trade",52267.884535956786,4.535769071913571,9.364344549003146,-4.220402046237545,67.74193548387096,0.13601219918265434,124,0.49555099247091033,False,False,False,False
COVID_Crash_2020,NVDA,stock,Daily_Momentum_50pct,Daily 50% capital only on up days,71581.45875603586,43.16291751207172,111.46602368032244,-6.10337019344885,86.13861386138613,0.5174928846196635,101,0.4791238877481177,False,False,True,True
COVID_Crash_2020,NVDA,stock,Weekly_Momentum_AllIn,Weekly all-in only after up weeks,66950.4723313563,33.900944662712604,87.93609826471958,-0.006666959761687131,95.0,1.2632031796953238,20,0.46269678302532513,False,False,False,False
COVID_Crash_2020,NVDA,stock,Weekly_Vol_Adaptive,"Weekly, size by volatility (10-100%)",58228.2750884438,16.4565501768876,38.99407393104681,-0.2549951069183454,95.83333333333334,1.2726142103358484,24,0.46269678302532513,False,False,False,False
COVID_Crash_2020,NVDA,stock,Daily_Vol_Adaptive,"Daily, size by volatility",58162.53680324471,16.325073606489415,35.68314120122666,-8.75528569116573,84.67741935483872,0.2286201169076798,124,0.49555099247091033,False,False,False,False
COVID_Crash_2020,NVDA,stock,Weekly_Kelly_Full,Weekly with full Kelly sizing,61358.06399671104,22.71612799342208,55.64602002017707,-0.44481973065156377,91.66666666666666,1.159773651546226,24,0.46269678302532513,False,False,False,False
COVID_Crash_2020,NVDA,stock,Weekly_Kelly_Half,Weekly with half Kelly (safer),55241.29409633776,10.482588192675525,24.041923047095317,-0.213977073528636,91.66666666666666,1.1769441293937581,24,0.46269678302532513,False,False,False,False
COVID_Crash_2020,NVDA,stock,Weekly_Ladder_3strikes,"Weekly ladder: 95%, 97%, 100%",63350.45846994267,26.70091693988534,66.77540023348172,0.0,100.0,1.3597200238255738,24,0.46269678302532513,False,False,False,False
COVID_Crash_2020,NVDA,stock,Weekly_MonthStart_AllIn,"Weekly all-in, only first week of month",56144.294869760735,12.28858973952147,33.37321661792907,0.0,100.0,1.7363325855682605,6,0.4024640657084189,False,False,False,False
COVID_Crash_2020,NVDA,stock,Weekly_Avoid_OpEx,"Weekly all-in, skip options expiry weeks",71567.13205443362,43.134264108867235,117.06995895807131,-0.531931670284018,94.73684210526315,1.2070539697875295,19,0.46269678302532513,False,False,True,True
COVID_Crash_2020,NVDA,stock,Weekly_50_Daily_5,Weekly 50% + Daily 5% overlay,74120.03840001982,48.24007680003965,134.15218034000594,-0.8795001927977812,91.66666666666666,1.131590510186249,24,0.46269678302532513,False,False,True,True
COVID_Crash_2020,NVDA,stock,Portfolio_Equal_Weight,Weekly all-in split across 5 stocks,69952.4369454552,39.904873890910416,106.62371048448796,-0.7173600615323257,95.83333333333334,1.273498612308261,24,0.46269678302532513,False,False,True,True
COVID_Crash_2020,NVDA,stock,Portfolio_Vol_Weight,"Weekly, weight by inverse volatility",69952.4369454552,39.904873890910416,106.62371048448796,-0.7173600615323257,95.83333333333334,1.273498612308261,24,0.46269678302532513,False,False,True,True
COVID_Crash_2020,NVDA,stock,Weekly_Double_After_Loss,"Weekly, double position after loss",69885.37378358166,39.77074756716332,106.19582943465761,-0.004710956012855121,95.83333333333334,1.381890452770366,24,0.46269678302532513,False,False,True,True
COVID_Crash_2020,MSTR,stock,Weekly_All_In_ATM,"Weekly ATM, 100% capital - proven winner",78321.72550665746,56.643451013314916,163.78654670997662,-0.5853093948253602,95.83333333333334,1.1723223619082692,24,0.46269678302532513,False,False,True,True
COVID_Crash_2020,MSTR,stock,Weekly_All_In_95,"Weekly 5% OTM, 100% capital - safer",78626.04968283781,57.25209936567561,166.00673218799065,0.0,100.0,1.2944909981114514,24,0.46269678302532513,False,False,True,True
COVID_Crash_2020,MSTR,stock,Weekly_All_In_97,"Weekly 3% OTM, 100% capital",76360.36885139323,52.72073770278646,149.71706440129887,0.0,100.0,1.3255396661552648,24,0.46269678302532513,False,False,True,True
COVID_Crash_2020,MSTR,stock,Daily_50pct_ATM,Daily ATM with 50% capital - safer compounding,54784.066775196006,9.568133550392012,20.248893861598628,-17.817670952406463,63.70967741935484,0.07043533510911573,124,0.49555099247091033,False,False,False,False
COVID_Crash_2020,MSTR,stock,Daily_75pct_ATM,Daily ATM with 75% capital,57071.568351411326,14.143136702822654,30.596387304170424,-25.993944976653804,63.70967741935484,0.07053823267219093,124,0.49555099247091033,False,False,False,False
COVID_Crash_2020,MSTR,stock,Daily_50pct_OTM5,Daily 5% OTM with 50% capital,79343.66400827143,58.687328016542864,153.9132660480937,-6.978269512228813,98.38709677419355,0.5545926954345518,124,0.49555099247091033,False,False,True,True
COVID_Crash_2020,MSTR,stock,Weekly_All_In_ATM_SL20,"Weekly ATM 100%, stop at -20%",78321.72550665746,56.643451013314916,163.78654670997662,-0.5853093948253602,95.83333333333334,1.1723223619082692,24,0.46269678302532513,False,False,True,True
COVID_Crash_2020,MSTR,stock,Weekly_All_In_ATM_SL30,"Weekly ATM 100%, stop at -30%",78321.72550665746,56.643451013314916,163.78654670997662,-0.5853093948253602,95.83333333333334,1.1723223619082692,24,0.46269678302532513,False,False,True,True
COVID_Crash_2020,MSTR,stock,Weekly_75pct_ATM_SL25,"Weekly ATM 75%, stop at -25%",71922.83017242906,43.84566034485813,119.40838154865973,-0.533682772821551,95.83333333333334,1.1618981701000173,24,0.46269678302532513,False,False,True,True
COVID_Crash_2020,MSTR,stock,Daily_Compound_Max5,"Daily compounding, max 5% of capital per trade",50559.13145386791,1.1182629077358142,2.2694499234881205,-1.5621725636584245,63.70967741935484,0.0872717217990122,124,0.49555099247091033,False,False,False,False
COVID_Crash_2020,MSTR,stock,Daily_Compound_Max10,"Daily compounding, max 10% of capital per trade",51125.3838071854,2.250767614370794,4.593988699749496,-3.2018417093601657,63.70967741935484,0.08893136494479884,124,0.49555099247091033,False,False,False,False
COVID_Crash_2020,MSTR,stock,Daily_Momentum_50pct,Daily 50% capital only on up days,62392.99122837036,24.78598245674072,78.934742231206,-0.2725234214204275,94.0,1.108978670436064,50,0.3805612594113621,False,False,False,False
COVID_Crash_2020,MSTR,stock,Weekly_Momentum_AllIn,Weekly all-in only after up weeks,65036.0884271777,30.072176854355405,106.99194654322054,0.0,100.0,1.3331227183476826,12,0.3613963039014374,False,False,True,True
COVID_Crash_2020,MSTR,stock,Weekly_Vol_Adaptive,"Weekly, size by volatility (10-100%)",55904.21906043866,11.808438120877327,27.281512989773038,0.0,100.0,1.6974042574770523,24,0.46269678302532513,False,False,False,False
COVID_Crash_2020,MSTR,stock,Daily_Vol_Adaptive,"Daily, size by volatility",57836.52393164712,15.67304786329424,34.15280022371299,-6.600363292311768,87.90322580645162,0.2648296203651721,124,0.49555099247091033,False,False,False,False
COVID_Crash_2020,MSTR,stock,Weekly_Kelly_Full,Weekly with full Kelly sizing,56558.16204658257,13.116324093165138,30.521219585706838,-0.1723581591038503,95.83333333333334,1.1857988841720575,24,0.46269678302532513,False,False,False,False
COVID_Crash_2020,MSTR,stock,Weekly_Kelly_Half,Weekly with half Kelly (safer),53038.84977105336,6.077699542106726,13.60040536256526,-0.08286268147622713,95.83333333333334,1.2233057785695671,24,0.46269678302532513,False,False,False,False
COVID_Crash_2020,MSTR,stock,Weekly_Ladder_3strikes,"Weekly ladder: 95%, 97%, 100%",57816.37802723391,15.632756054467828,36.87781969997719,0.0,100.0,1.2815489106532276,24,0.46269678302532513,False,False,False,False
COVID_Crash_2020,MSTR,stock,Weekly_MonthStart_AllIn,"Weekly all-in, only first week of month",54942.55217833507,9.88510435667014,26.392250764911186,-0.7097369187848028,83.33333333333334,0.6848503551028264,6,0.4024640657084189,False,False,False,False
COVID_Crash_2020,MSTR,stock,Weekly_Avoid_OpEx,"Weekly all-in, skip options expiry weeks",71290.92046741681,42.58184093483363,115.26337800903677,-0.6321080725870535,94.73684210526315,1.080504952053549,19,0.46269678302532513,False,False,True,True
