Ticker,Stock_Name,Strategy,Description,Final_Capital,Total_Return_%,Annualized_Return_%,Max_Drawdown_%,Win_Rate_%,Avg_Win,Avg_Loss,Total_Trades,Years,Blown_Up,Over_100%
PLTR,Palantir,Weekly_All_In_Risk,"Weekly ATM, use 100% of capital every trade",205288193.7221178,410476.3874442357,677.2272299375046,-12.211440781295298,91.21951219512195,1172544.7795884602,-779315.5589402344,205,4.057494866529774,NO,YES
PLTR,Palantir,Daily_Volatility_Harvester,"Daily 0.5% ITM during high vol, more contracts",147770.5378014608,195.5410756029216,30.402875891823133,-2.176109690200646,76.36186770428014,173.94349042027864,-159.56832172205026,1028,4.082135523613963,NO,NO
RIVN,Rivian,Daily_ATM_Aggressive,"Daily ATM puts, 2x leverage, high frequency",79105.23597601157,58.210471952023134,16.699699714917628,-16.109668549956282,73.36010709504686,139.57411233151572,-238.09737478220708,747,2.97056810403833,NO,NO
RIVN,Rivian,Daily_ITM_Premium_Hunter,Daily In-the-Money puts for maximum premium,79648.34698237521,59.29669396475041,16.96880810752073,-7.653558814737557,73.36010709504686,97.33400688541028,-119.04868739110354,747,2.97056810403833,NO,NO
RIVN,Rivian,Daily_Scalper_3x,"Daily trades, 3x contracts, quick gains",86825.37211492764,73.65074422985528,20.415883131576386,-22.217771088895873,79.78580990629183,152.0073694168344,-356.0994705795087,747,2.97056810403833,NO,NO
RIVN,Rivian,Weekly_Leveraged_5x,Weekly with 5x leverage - maximum aggression,116782.09350850928,133.56418701701855,33.333722228026666,-0.5696550250800901,91.94630872483222,548.6163855892058,-698.1959431009936,149,2.948665297741273,NO,NO
RIVN,Rivian,Daily_Momentum_Rider,Daily puts only when stock trending up (momentum),52759.15457159272,5.518309143185441,1.8383410729317484,-8.0361086641002,75.45454545454545,98.73087421912575,-269.442384061353,330,2.948665297741273,NO,NO
RIVN,Rivian,Daily_High_Vol_Max_Premium,"Daily puts only when VIX>25, max contracts",108210.47195202268,116.42094390404536,29.680235996791502,-30.53864084756327,73.36010709504686,279.14822466303144,-476.19474956441417,747,2.97056810403833,NO,NO
RIVN,Rivian,Daily_Close_ITM,Daily 1% ITM for higher premium,95730.31492689351,91.46062985378701,24.43945298021095,-15.35142020058731,73.36010709504686,169.91184764334412,-238.09737478220708,747,2.97056810403833,NO,NO
RIVN,Rivian,Wheel_Strategy_Aggressive,"Sell puts, get assigned, sell calls (simulated)",84829.55882998605,69.6591176599721,19.634932040886376,-0.07282217301205358,98.65771812080537,244.01671598848014,-520.4492101602704,149,2.948665297741273,NO,NO
RIVN,Rivian,Daily_Range_Bound,Daily puts when stock pulls back 2%+ (buy the dip),80287.55980994806,60.575119619896114,17.283979513568305,-22.217771088895873,79.20489296636084,156.54730670775777,-373.55841959316575,654,2.97056810403833,NO,NO
RIVN,Rivian,Daily_Compounding_Beast,"Daily ATM, reinvest ALL profits, compound aggressively",198358.35556271632,296.7167111254326,59.02669995966261,-44.46353101293345,73.36010709504686,661.9649078409213,-1077.3789644930066,747,2.97056810403833,NO,NO
RIVN,Rivian,Weekly_All_In_Risk,"Weekly ATM, use 100% of capital every trade",30986452.020315167,61872.904040630325,784.9883112614627,-6.719544420398915,87.91946308724832,249995.4957253101,-100719.88442780293,149,2.948665297741273,NO,YES
RIVN,Rivian,Daily_Volatility_Harvester,"Daily 0.5% ITM during high vol, more contracts",125627.13357502334,151.25426715004667,36.36175058463999,-29.563810412779574,73.36010709504686,310.9304539020839,-476.19474956441417,747,2.97056810403833,NO,NO
